utt_id,spk_id,path,condition
BAC009S0731W0150,S0731,wav/S0731/BAC009S0731W0150.wav,clean
BAC009S0731W0262,S0731,wav/S0731/BAC009S0731W0262.wav,clean
BAC009S0748W0278,S0748,wav/S0748/BAC009S0748W0278.wav,clean
BAC009S0748W0377,S0748,wav/S0748/BAC009S0748W0377.wav,clean
BAC009S0748W0465,S0748,wav/S0748/BAC009S0748W0465.wav,clean
BAC009S0748W0421,S0748,wav/S0748/BAC009S0748W0421.wav,clean
BAC009S0748W0164,S0748,wav/S0748/BAC009S0748W0164.wav,clean
BAC009S0748W0266,S0748,wav/S0748/BAC009S0748W0266.wav,clean
BAC009S0748W0327,S0748,wav/S0748/BAC009S0748W0327.wav,clean
BAC009S0748W0396,S0748,wav/S0748/BAC009S0748W0396.wav,clean
BAC009S0748W0124,S0748,wav/S0748/BAC009S0748W0124.wav,clean
BAC009S0748W0276,S0748,wav/S0748/BAC009S0748W0276.wav,clean
BAC009S0748W0316,S0748,wav/S0748/BAC009S0748W0316.wav,clean
BAC009S0748W0237,S0748,wav/S0748/BAC009S0748W0237.wav,clean
BAC009S0748W0162,S0748,wav/S0748/BAC009S0748W0162.wav,clean
BAC009S0748W0221,S0748,wav/S0748/BAC009S0748W0221.wav,clean
BAC009S0748W0132,S0748,wav/S0748/BAC009S0748W0132.wav,clean
BAC009S0748W0292,S0748,wav/S0748/BAC009S0748W0292.wav,clean
BAC009S0748W0486,S0748,wav/S0748/BAC009S0748W0486.wav,clean
BAC009S0748W0354,S0748,wav/S0748/BAC009S0748W0354.wav,clean
BAC009S0748W0361,S0748,wav/S0748/BAC009S0748W0361.wav,clean
BAC009S0748W0171,S0748,wav/S0748/BAC009S0748W0171.wav,clean
BAC009S0748W0131,S0748,wav/S0748/BAC009S0748W0131.wav,clean
BAC009S0748W0437,S0748,wav/S0748/BAC009S0748W0437.wav,clean
BAC009S0748W0428,S0748,wav/S0748/BAC009S0748W0428.wav,clean
BAC009S0748W0483,S0748,wav/S0748/BAC009S0748W0483.wav,clean
BAC009S0114W0439,S0114,wav/S0114/BAC009S0114W0439.wav,clean
BAC009S0114W0379,S0114,wav/S0114/BAC009S0114W0379.wav,clean
BAC009S0114W0142,S0114,wav/S0114/BAC009S0114W0142.wav,clean
BAC009S0114W0388,S0114,wav/S0114/BAC009S0114W0388.wav,clean
BAC009S0105W0228,S0105,wav/S0105/BAC009S0105W0228.wav,clean
BAC009S0105W0482,S0105,wav/S0105/BAC009S0105W0482.wav,clean
BAC009S0105W0420,S0105,wav/S0105/BAC009S0105W0420.wav,clean
BAC009S0105W0169,S0105,wav/S0105/BAC009S0105W0169.wav,clean
BAC009S0758W0273,S0758,wav/S0758/BAC009S0758W0273.wav,clean
BAC009S0758W0240,S0758,wav/S0758/BAC009S0758W0240.wav,clean
BAC009S0758W0281,S0758,wav/S0758/BAC009S0758W0281.wav,clean
BAC009S0758W0357,S0758,wav/S0758/BAC009S0758W0357.wav,clean
BAC009S0049W0425,S0049,wav/S0049/BAC009S0049W0425.wav,clean
BAC009S0049W0439,S0049,wav/S0049/BAC009S0049W0439.wav,clean
BAC009S0049W0130,S0049,wav/S0049/BAC009S0049W0130.wav,clean
BAC009S0049W0489,S0049,wav/S0049/BAC009S0049W0489.wav,clean
