utt_id,orig_utt_id,spk_id,path,condition,gender,is_known,num_selected_utts,num_total_valid_utts
BAC009S0166W0257_noise10,BAC009S0166W0257,S0166,augmented/noise_snr10/S0166/BAC009S0166W0257_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0257_ch8k,BAC009S0166W0257,S0166,augmented/channel_8k/S0166/BAC009S0166W0257_ch8k.wav,channel_8k,1,1,24,350
BAC009S0166W0147_noise10,BAC009S0166W0147,S0166,augmented/noise_snr10/S0166/BAC009S0166W0147_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0147_ch8k,BAC009S0166W0147,S0166,augmented/channel_8k/S0166/BAC009S0166W0147_ch8k.wav,channel_8k,1,1,24,350
BAC009S0166W0457_noise10,BAC009S0166W0457,S0166,augmented/noise_snr10/S0166/BAC009S0166W0457_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0457_ch8k,BAC009S0166W0457,S0166,augmented/channel_8k/S0166/BAC009S0166W0457_ch8k.wav,channel_8k,1,1,24,350
BAC009S0166W0135_noise10,BAC009S0166W0135,S0166,augmented/noise_snr10/S0166/BAC009S0166W0135_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0135_ch8k,BAC009S0166W0135,S0166,augmented/channel_8k/S0166/BAC009S0166W0135_ch8k.wav,channel_8k,1,1,24,350
BAC009S0166W0495_noise10,BAC009S0166W0495,S0166,augmented/noise_snr10/S0166/BAC009S0166W0495_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0495_ch8k,BAC009S0166W0495,S0166,augmented/channel_8k/S0166/BAC009S0166W0495_ch8k.wav,channel_8k,1,1,24,350
BAC009S0166W0436_noise10,BAC009S0166W0436,S0166,augmented/noise_snr10/S0166/BAC009S0166W0436_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0436_ch8k,BAC009S0166W0436,S0166,augmented/channel_8k/S0166/BAC009S0166W0436_ch8k.wav,channel_8k,1,1,24,350
BAC009S0166W0175_noise10,BAC009S0166W0175,S0166,augmented/noise_snr10/S0166/BAC009S0166W0175_noise10.wav,noise_snr10,1,1,24,350
BAC009S0166W0175_ch8k,BAC009S0166W0175,S0166,augmented/channel_8k/S0166/BAC009S0166W0175_ch8k.wav,channel_8k,1,1,24,350
BAC009S0248W0477_noise10,BAC009S0248W0477,S0248,augmented/noise_snr10/S0248/BAC009S0248W0477_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0477_ch8k,BAC009S0248W0477,S0248,augmented/channel_8k/S0248/BAC009S0248W0477_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0388_noise10,BAC009S0248W0388,S0248,augmented/noise_snr10/S0248/BAC009S0248W0388_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0388_ch8k,BAC009S0248W0388,S0248,augmented/channel_8k/S0248/BAC009S0248W0388_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0404_noise10,BAC009S0248W0404,S0248,augmented/noise_snr10/S0248/BAC009S0248W0404_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0404_ch8k,BAC009S0248W0404,S0248,augmented/channel_8k/S0248/BAC009S0248W0404_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0352_noise10,BAC009S0248W0352,S0248,augmented/noise_snr10/S0248/BAC009S0248W0352_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0352_ch8k,BAC009S0248W0352,S0248,augmented/channel_8k/S0248/BAC009S0248W0352_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0126_noise10,BAC009S0248W0126,S0248,augmented/noise_snr10/S0248/BAC009S0248W0126_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0126_ch8k,BAC009S0248W0126,S0248,augmented/channel_8k/S0248/BAC009S0248W0126_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0291_noise10,BAC009S0248W0291,S0248,augmented/noise_snr10/S0248/BAC009S0248W0291_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0291_ch8k,BAC009S0248W0291,S0248,augmented/channel_8k/S0248/BAC009S0248W0291_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0414_noise10,BAC009S0248W0414,S0248,augmented/noise_snr10/S0248/BAC009S0248W0414_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0414_ch8k,BAC009S0248W0414,S0248,augmented/channel_8k/S0248/BAC009S0248W0414_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0138_noise10,BAC009S0248W0138,S0248,augmented/noise_snr10/S0248/BAC009S0248W0138_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0138_ch8k,BAC009S0248W0138,S0248,augmented/channel_8k/S0248/BAC009S0248W0138_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0122_noise10,BAC009S0248W0122,S0248,augmented/noise_snr10/S0248/BAC009S0248W0122_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0122_ch8k,BAC009S0248W0122,S0248,augmented/channel_8k/S0248/BAC009S0248W0122_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0370_noise10,BAC009S0248W0370,S0248,augmented/noise_snr10/S0248/BAC009S0248W0370_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0370_ch8k,BAC009S0248W0370,S0248,augmented/channel_8k/S0248/BAC009S0248W0370_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0306_noise10,BAC009S0248W0306,S0248,augmented/noise_snr10/S0248/BAC009S0248W0306_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0306_ch8k,BAC009S0248W0306,S0248,augmented/channel_8k/S0248/BAC009S0248W0306_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0351_noise10,BAC009S0248W0351,S0248,augmented/noise_snr10/S0248/BAC009S0248W0351_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0351_ch8k,BAC009S0248W0351,S0248,augmented/channel_8k/S0248/BAC009S0248W0351_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0161_noise10,BAC009S0248W0161,S0248,augmented/noise_snr10/S0248/BAC009S0248W0161_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0161_ch8k,BAC009S0248W0161,S0248,augmented/channel_8k/S0248/BAC009S0248W0161_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0176_noise10,BAC009S0248W0176,S0248,augmented/noise_snr10/S0248/BAC009S0248W0176_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0176_ch8k,BAC009S0248W0176,S0248,augmented/channel_8k/S0248/BAC009S0248W0176_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0246_noise10,BAC009S0248W0246,S0248,augmented/noise_snr10/S0248/BAC009S0248W0246_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0246_ch8k,BAC009S0248W0246,S0248,augmented/channel_8k/S0248/BAC009S0248W0246_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0327_noise10,BAC009S0248W0327,S0248,augmented/noise_snr10/S0248/BAC009S0248W0327_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0327_ch8k,BAC009S0248W0327,S0248,augmented/channel_8k/S0248/BAC009S0248W0327_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0346_noise10,BAC009S0248W0346,S0248,augmented/noise_snr10/S0248/BAC009S0248W0346_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0346_ch8k,BAC009S0248W0346,S0248,augmented/channel_8k/S0248/BAC009S0248W0346_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0486_noise10,BAC009S0248W0486,S0248,augmented/noise_snr10/S0248/BAC009S0248W0486_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0486_ch8k,BAC009S0248W0486,S0248,augmented/channel_8k/S0248/BAC009S0248W0486_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0150_noise10,BAC009S0248W0150,S0248,augmented/noise_snr10/S0248/BAC009S0248W0150_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0150_ch8k,BAC009S0248W0150,S0248,augmented/channel_8k/S0248/BAC009S0248W0150_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0292_noise10,BAC009S0248W0292,S0248,augmented/noise_snr10/S0248/BAC009S0248W0292_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0292_ch8k,BAC009S0248W0292,S0248,augmented/channel_8k/S0248/BAC009S0248W0292_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0471_noise10,BAC009S0248W0471,S0248,augmented/noise_snr10/S0248/BAC009S0248W0471_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0471_ch8k,BAC009S0248W0471,S0248,augmented/channel_8k/S0248/BAC009S0248W0471_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0133_noise10,BAC009S0248W0133,S0248,augmented/noise_snr10/S0248/BAC009S0248W0133_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0133_ch8k,BAC009S0248W0133,S0248,augmented/channel_8k/S0248/BAC009S0248W0133_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0495_noise10,BAC009S0248W0495,S0248,augmented/noise_snr10/S0248/BAC009S0248W0495_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0495_ch8k,BAC009S0248W0495,S0248,augmented/channel_8k/S0248/BAC009S0248W0495_ch8k.wav,channel_8k,0,1,24,330
BAC009S0248W0206_noise10,BAC009S0248W0206,S0248,augmented/noise_snr10/S0248/BAC009S0248W0206_noise10.wav,noise_snr10,0,1,24,330
BAC009S0248W0206_ch8k,BAC009S0248W0206,S0248,augmented/channel_8k/S0248/BAC009S0248W0206_ch8k.wav,channel_8k,0,1,24,330
BAC009S0230W0278_noise10,BAC009S0230W0278,S0230,augmented/noise_snr10/S0230/BAC009S0230W0278_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0278_ch8k,BAC009S0230W0278,S0230,augmented/channel_8k/S0230/BAC009S0230W0278_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0379_noise10,BAC009S0230W0379,S0230,augmented/noise_snr10/S0230/BAC009S0230W0379_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0379_ch8k,BAC009S0230W0379,S0230,augmented/channel_8k/S0230/BAC009S0230W0379_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0124_noise10,BAC009S0230W0124,S0230,augmented/noise_snr10/S0230/BAC009S0230W0124_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0124_ch8k,BAC009S0230W0124,S0230,augmented/channel_8k/S0230/BAC009S0230W0124_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0265_noise10,BAC009S0230W0265,S0230,augmented/noise_snr10/S0230/BAC009S0230W0265_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0265_ch8k,BAC009S0230W0265,S0230,augmented/channel_8k/S0230/BAC009S0230W0265_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0474_noise10,BAC009S0230W0474,S0230,augmented/noise_snr10/S0230/BAC009S0230W0474_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0474_ch8k,BAC009S0230W0474,S0230,augmented/channel_8k/S0230/BAC009S0230W0474_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0135_noise10,BAC009S0230W0135,S0230,augmented/noise_snr10/S0230/BAC009S0230W0135_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0135_ch8k,BAC009S0230W0135,S0230,augmented/channel_8k/S0230/BAC009S0230W0135_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0354_noise10,BAC009S0230W0354,S0230,augmented/noise_snr10/S0230/BAC009S0230W0354_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0354_ch8k,BAC009S0230W0354,S0230,augmented/channel_8k/S0230/BAC009S0230W0354_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0361_noise10,BAC009S0230W0361,S0230,augmented/noise_snr10/S0230/BAC009S0230W0361_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0361_ch8k,BAC009S0230W0361,S0230,augmented/channel_8k/S0230/BAC009S0230W0361_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0210_noise10,BAC009S0230W0210,S0230,augmented/noise_snr10/S0230/BAC009S0230W0210_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0210_ch8k,BAC009S0230W0210,S0230,augmented/channel_8k/S0230/BAC009S0230W0210_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0396_noise10,BAC009S0230W0396,S0230,augmented/noise_snr10/S0230/BAC009S0230W0396_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0396_ch8k,BAC009S0230W0396,S0230,augmented/channel_8k/S0230/BAC009S0230W0396_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0384_noise10,BAC009S0230W0384,S0230,augmented/noise_snr10/S0230/BAC009S0230W0384_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0384_ch8k,BAC009S0230W0384,S0230,augmented/channel_8k/S0230/BAC009S0230W0384_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0217_noise10,BAC009S0230W0217,S0230,augmented/noise_snr10/S0230/BAC009S0230W0217_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0217_ch8k,BAC009S0230W0217,S0230,augmented/channel_8k/S0230/BAC009S0230W0217_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0173_noise10,BAC009S0230W0173,S0230,augmented/noise_snr10/S0230/BAC009S0230W0173_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0173_ch8k,BAC009S0230W0173,S0230,augmented/channel_8k/S0230/BAC009S0230W0173_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0318_noise10,BAC009S0230W0318,S0230,augmented/noise_snr10/S0230/BAC009S0230W0318_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0318_ch8k,BAC009S0230W0318,S0230,augmented/channel_8k/S0230/BAC009S0230W0318_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0286_noise10,BAC009S0230W0286,S0230,augmented/noise_snr10/S0230/BAC009S0230W0286_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0286_ch8k,BAC009S0230W0286,S0230,augmented/channel_8k/S0230/BAC009S0230W0286_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0473_noise10,BAC009S0230W0473,S0230,augmented/noise_snr10/S0230/BAC009S0230W0473_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0473_ch8k,BAC009S0230W0473,S0230,augmented/channel_8k/S0230/BAC009S0230W0473_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0158_noise10,BAC009S0230W0158,S0230,augmented/noise_snr10/S0230/BAC009S0230W0158_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0158_ch8k,BAC009S0230W0158,S0230,augmented/channel_8k/S0230/BAC009S0230W0158_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0495_noise10,BAC009S0230W0495,S0230,augmented/noise_snr10/S0230/BAC009S0230W0495_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0495_ch8k,BAC009S0230W0495,S0230,augmented/channel_8k/S0230/BAC009S0230W0495_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0190_noise10,BAC009S0230W0190,S0230,augmented/noise_snr10/S0230/BAC009S0230W0190_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0190_ch8k,BAC009S0230W0190,S0230,augmented/channel_8k/S0230/BAC009S0230W0190_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0352_noise10,BAC009S0230W0352,S0230,augmented/noise_snr10/S0230/BAC009S0230W0352_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0352_ch8k,BAC009S0230W0352,S0230,augmented/channel_8k/S0230/BAC009S0230W0352_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0405_noise10,BAC009S0230W0405,S0230,augmented/noise_snr10/S0230/BAC009S0230W0405_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0405_ch8k,BAC009S0230W0405,S0230,augmented/channel_8k/S0230/BAC009S0230W0405_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0491_noise10,BAC009S0230W0491,S0230,augmented/noise_snr10/S0230/BAC009S0230W0491_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0491_ch8k,BAC009S0230W0491,S0230,augmented/channel_8k/S0230/BAC009S0230W0491_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0152_noise10,BAC009S0230W0152,S0230,augmented/noise_snr10/S0230/BAC009S0230W0152_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0152_ch8k,BAC009S0230W0152,S0230,augmented/channel_8k/S0230/BAC009S0230W0152_ch8k.wav,channel_8k,1,1,24,370
BAC009S0230W0432_noise10,BAC009S0230W0432,S0230,augmented/noise_snr10/S0230/BAC009S0230W0432_noise10.wav,noise_snr10,1,1,24,370
BAC009S0230W0432_ch8k,BAC009S0230W0432,S0230,augmented/channel_8k/S0230/BAC009S0230W0432_ch8k.wav,channel_8k,1,1,24,370
BAC009S0192W0233_noise10,BAC009S0192W0233,S0192,augmented/noise_snr10/S0192/BAC009S0192W0233_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0233_ch8k,BAC009S0192W0233,S0192,augmented/channel_8k/S0192/BAC009S0192W0233_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0175_noise10,BAC009S0192W0175,S0192,augmented/noise_snr10/S0192/BAC009S0192W0175_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0175_ch8k,BAC009S0192W0175,S0192,augmented/channel_8k/S0192/BAC009S0192W0175_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0382_noise10,BAC009S0192W0382,S0192,augmented/noise_snr10/S0192/BAC009S0192W0382_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0382_ch8k,BAC009S0192W0382,S0192,augmented/channel_8k/S0192/BAC009S0192W0382_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0132_noise10,BAC009S0192W0132,S0192,augmented/noise_snr10/S0192/BAC009S0192W0132_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0132_ch8k,BAC009S0192W0132,S0192,augmented/channel_8k/S0192/BAC009S0192W0132_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0399_noise10,BAC009S0192W0399,S0192,augmented/noise_snr10/S0192/BAC009S0192W0399_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0399_ch8k,BAC009S0192W0399,S0192,augmented/channel_8k/S0192/BAC009S0192W0399_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0398_noise10,BAC009S0192W0398,S0192,augmented/noise_snr10/S0192/BAC009S0192W0398_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0398_ch8k,BAC009S0192W0398,S0192,augmented/channel_8k/S0192/BAC009S0192W0398_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0240_noise10,BAC009S0192W0240,S0192,augmented/noise_snr10/S0192/BAC009S0192W0240_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0240_ch8k,BAC009S0192W0240,S0192,augmented/channel_8k/S0192/BAC009S0192W0240_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0241_noise10,BAC009S0192W0241,S0192,augmented/noise_snr10/S0192/BAC009S0192W0241_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0241_ch8k,BAC009S0192W0241,S0192,augmented/channel_8k/S0192/BAC009S0192W0241_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0238_noise10,BAC009S0192W0238,S0192,augmented/noise_snr10/S0192/BAC009S0192W0238_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0238_ch8k,BAC009S0192W0238,S0192,augmented/channel_8k/S0192/BAC009S0192W0238_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0438_noise10,BAC009S0192W0438,S0192,augmented/noise_snr10/S0192/BAC009S0192W0438_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0438_ch8k,BAC009S0192W0438,S0192,augmented/channel_8k/S0192/BAC009S0192W0438_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0220_noise10,BAC009S0192W0220,S0192,augmented/noise_snr10/S0192/BAC009S0192W0220_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0220_ch8k,BAC009S0192W0220,S0192,augmented/channel_8k/S0192/BAC009S0192W0220_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0345_noise10,BAC009S0192W0345,S0192,augmented/noise_snr10/S0192/BAC009S0192W0345_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0345_ch8k,BAC009S0192W0345,S0192,augmented/channel_8k/S0192/BAC009S0192W0345_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0136_noise10,BAC009S0192W0136,S0192,augmented/noise_snr10/S0192/BAC009S0192W0136_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0136_ch8k,BAC009S0192W0136,S0192,augmented/channel_8k/S0192/BAC009S0192W0136_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0307_noise10,BAC009S0192W0307,S0192,augmented/noise_snr10/S0192/BAC009S0192W0307_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0307_ch8k,BAC009S0192W0307,S0192,augmented/channel_8k/S0192/BAC009S0192W0307_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0377_noise10,BAC009S0192W0377,S0192,augmented/noise_snr10/S0192/BAC009S0192W0377_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0377_ch8k,BAC009S0192W0377,S0192,augmented/channel_8k/S0192/BAC009S0192W0377_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0461_noise10,BAC009S0192W0461,S0192,augmented/noise_snr10/S0192/BAC009S0192W0461_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0461_ch8k,BAC009S0192W0461,S0192,augmented/channel_8k/S0192/BAC009S0192W0461_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0231_noise10,BAC009S0192W0231,S0192,augmented/noise_snr10/S0192/BAC009S0192W0231_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0231_ch8k,BAC009S0192W0231,S0192,augmented/channel_8k/S0192/BAC009S0192W0231_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0424_noise10,BAC009S0192W0424,S0192,augmented/noise_snr10/S0192/BAC009S0192W0424_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0424_ch8k,BAC009S0192W0424,S0192,augmented/channel_8k/S0192/BAC009S0192W0424_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0440_noise10,BAC009S0192W0440,S0192,augmented/noise_snr10/S0192/BAC009S0192W0440_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0440_ch8k,BAC009S0192W0440,S0192,augmented/channel_8k/S0192/BAC009S0192W0440_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0216_noise10,BAC009S0192W0216,S0192,augmented/noise_snr10/S0192/BAC009S0192W0216_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0216_ch8k,BAC009S0192W0216,S0192,augmented/channel_8k/S0192/BAC009S0192W0216_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0234_noise10,BAC009S0192W0234,S0192,augmented/noise_snr10/S0192/BAC009S0192W0234_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0234_ch8k,BAC009S0192W0234,S0192,augmented/channel_8k/S0192/BAC009S0192W0234_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0387_noise10,BAC009S0192W0387,S0192,augmented/noise_snr10/S0192/BAC009S0192W0387_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0387_ch8k,BAC009S0192W0387,S0192,augmented/channel_8k/S0192/BAC009S0192W0387_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0160_noise10,BAC009S0192W0160,S0192,augmented/noise_snr10/S0192/BAC009S0192W0160_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0160_ch8k,BAC009S0192W0160,S0192,augmented/channel_8k/S0192/BAC009S0192W0160_ch8k.wav,channel_8k,1,1,24,332
BAC009S0192W0425_noise10,BAC009S0192W0425,S0192,augmented/noise_snr10/S0192/BAC009S0192W0425_noise10.wav,noise_snr10,1,1,24,332
BAC009S0192W0425_ch8k,BAC009S0192W0425,S0192,augmented/channel_8k/S0192/BAC009S0192W0425_ch8k.wav,channel_8k,1,1,24,332
BAC009S0124W0197_noise10,BAC009S0124W0197,S0124,augmented/noise_snr10/S0124/BAC009S0124W0197_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0197_ch8k,BAC009S0124W0197,S0124,augmented/channel_8k/S0124/BAC009S0124W0197_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0160_noise10,BAC009S0124W0160,S0124,augmented/noise_snr10/S0124/BAC009S0124W0160_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0160_ch8k,BAC009S0124W0160,S0124,augmented/channel_8k/S0124/BAC009S0124W0160_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0212_noise10,BAC009S0124W0212,S0124,augmented/noise_snr10/S0124/BAC009S0124W0212_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0212_ch8k,BAC009S0124W0212,S0124,augmented/channel_8k/S0124/BAC009S0124W0212_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0483_noise10,BAC009S0124W0483,S0124,augmented/noise_snr10/S0124/BAC009S0124W0483_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0483_ch8k,BAC009S0124W0483,S0124,augmented/channel_8k/S0124/BAC009S0124W0483_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0306_noise10,BAC009S0124W0306,S0124,augmented/noise_snr10/S0124/BAC009S0124W0306_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0306_ch8k,BAC009S0124W0306,S0124,augmented/channel_8k/S0124/BAC009S0124W0306_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0400_noise10,BAC009S0124W0400,S0124,augmented/noise_snr10/S0124/BAC009S0124W0400_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0400_ch8k,BAC009S0124W0400,S0124,augmented/channel_8k/S0124/BAC009S0124W0400_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0165_noise10,BAC009S0124W0165,S0124,augmented/noise_snr10/S0124/BAC009S0124W0165_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0165_ch8k,BAC009S0124W0165,S0124,augmented/channel_8k/S0124/BAC009S0124W0165_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0194_noise10,BAC009S0124W0194,S0124,augmented/noise_snr10/S0124/BAC009S0124W0194_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0194_ch8k,BAC009S0124W0194,S0124,augmented/channel_8k/S0124/BAC009S0124W0194_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0361_noise10,BAC009S0124W0361,S0124,augmented/noise_snr10/S0124/BAC009S0124W0361_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0361_ch8k,BAC009S0124W0361,S0124,augmented/channel_8k/S0124/BAC009S0124W0361_ch8k.wav,channel_8k,1,1,24,347
BAC009S0124W0171_noise10,BAC009S0124W0171,S0124,augmented/noise_snr10/S0124/BAC009S0124W0171_noise10.wav,noise_snr10,1,1,24,347
BAC009S0124W0171_ch8k,BAC009S0124W0171,S0124,augmented/channel_8k/S0124/BAC009S0124W0171_ch8k.wav,channel_8k,1,1,24,347
